txn_id,amount,hour,velocity,is_new_device,is_vpn,sim_swap,num_meters,fail_logins,distance,account_age,disco,state,channel,is_fraud
TXN0019451,5092,18,1,0,0,0,1,0,9.2,1527,YEDC,Enugu,mobile_app,0
TXN0019452,7826,8,2,1,0,0,1,0,13.9,248,JEDC,Oyo,mobile_app,0
TXN0019453,10080,21,1,0,1,0,1,0,14.6,168,EKEDC,Rivers,web,0
TXN0019454,11044,17,3,0,0,0,1,1,1.7,1872,EEDC,Delta,ussd,0
TXN0019455,7434,18,1,0,0,0,1,1,4.6,367,IKEDC,Edo,mobile_app,0
TXN0019456,9025,17,2,0,0,0,1,1,4.6,1363,YEDC,Kaduna,mobile_app,0
TXN0019457,22805,12,3,1,0,0,1,0,12.3,228,JEDC,Borno,agent,0
TXN0019458,16051,10,1,0,0,0,2,0,13.0,1229,AEDC,Kano,mobile_app,0
TXN0019459,11102,9,2,0,0,0,2,1,9.3,1001,IKEDC,Enugu,web,0
TXN0019460,10610,11,2,0,0,0,2,0,1.8,415,JEDC,Abuja,agent,0
TXN0019461,4217,20,3,0,0,0,2,0,0.1,1175,BEDC,Borno,mobile_app,0
TXN0019462,917,10,2,1,1,0,2,0,11.2,638,KEDCO,Edo,web,0
TXN0019463,206660,2,19,1,1,1,12,5,273.6,26,JEDC,Borno,agent,1
TXN0019464,2342,15,1,0,0,0,1,0,10.3,689,KAEDCO,Edo,mobile_app,0
TXN0019465,21145,15,1,1,0,0,2,1,9.5,1619,EKEDC,Edo,mobile_app,0
TXN0019466,9897,15,3,1,0,0,2,0,2.6,365,KAEDCO,Oyo,ussd,0
TXN0019467,13964,11,2,1,0,0,1,0,13.6,1328,BEDC,Delta,agent,0
TXN0019468,5005,15,2,0,0,0,1,1,12.0,192,KEDCO,Kaduna,ussd,0
TXN0019469,10331,10,3,1,0,0,2,0,0.8,829,JEDC,Enugu,ussd,0
TXN0019470,151990,23,18,1,1,0,6,4,240.8,44,JEDC,Borno,ussd,1
TXN0019471,12348,10,1,0,0,0,2,1,10.2,1380,EEDC,Kaduna,web,0
TXN0019472,3198,10,1,1,1,0,2,1,10.5,682,KEDCO,Lagos,agent,0
TXN0019473,9903,16,2,0,0,0,2,0,7.8,1366,KAEDCO,Enugu,ussd,0
TXN0019474,7536,8,2,0,0,0,2,0,7.6,1542,YEDC,Enugu,mobile_app,0
TXN0019475,55287,2,8,1,0,0,12,7,373.6,54,KAEDCO,Lagos,web,1
TXN0019476,10317,10,1,0,0,0,2,0,4.9,1735,KEDCO,Delta,mobile_app,0
TXN0019477,23689,7,1,0,0,0,2,1,3.3,1119,BEDC,Imo,mobile_app,0
TXN0019478,111113,3,19,1,1,1,5,8,481.9,46,BEDC,Abuja,agent,1
TXN0019479,11367,13,3,0,0,0,1,1,5.0,1855,EEDC,Imo,web,0
TXN0019480,15073,13,3,1,0,0,1,0,12.4,1730,KAEDCO,Oyo,ussd,0
TXN0019481,78872,23,17,0,0,1,9,5,349.6,1,AEDC,Borno,pos,1
TXN0019482,15103,13,3,1,0,0,2,1,0.2,1021,KEDCO,Rivers,mobile_app,0
TXN0019483,17273,20,2,1,0,0,1,1,12.3,1280,EEDC,Delta,mobile_app,0
TXN0019484,2832,13,3,0,0,0,2,1,8.9,800,IKEDC,Edo,pos,0
TXN0019485,262557,0,10,1,0,1,5,3,313.7,8,PHEDC,Delta,pos,1
TXN0019486,17171,20,3,0,0,0,2,0,7.3,1634,IBEDC,Delta,web,0
TXN0019487,5520,14,1,1,0,0,2,1,12.2,1244,JEDC,Enugu,web,0
TXN0019488,11919,8,2,1,0,0,2,0,8.6,1695,KEDCO,Enugu,agent,0
TXN0019489,7777,10,3,0,0,0,2,1,5.7,450,IKEDC,Imo,agent,0
TXN0019490,17400,20,2,0,0,0,1,1,0.8,225,JEDC,Kano,web,0
TXN0019491,19005,9,3,1,0,0,2,1,11.1,925,JEDC,Kaduna,agent,0
TXN0019492,19663,19,1,0,0,0,2,0,13.9,1638,EEDC,Kaduna,mobile_app,0
TXN0019493,6608,16,1,0,0,0,1,1,7.9,1545,EKEDC,Kaduna,agent,0
TXN0019494,20253,15,3,0,1,0,1,0,3.5,194,IBEDC,Delta,mobile_app,0
TXN0019495,21828,21,1,0,0,0,2,0,6.1,482,KEDCO,Oyo,mobile_app,0
TXN0019496,20274,11,1,1,0,0,2,1,5.4,1581,EEDC,Imo,mobile_app,0
TXN0019497,5121,8,2,0,0,0,1,1,12.9,1235,KAEDCO,Rivers,web,0
TXN0019498,21182,13,2,0,0,0,2,0,7.5,1247,AEDC,Borno,mobile_app,0
TXN0019499,5147,8,1,1,0,0,2,1,7.8,688,PHEDC,Oyo,mobile_app,0
TXN0019500,11519,15,1,1,0,0,2,0,4.0,1578,EEDC,Enugu,mobile_app,0
TXN0019501,6800,12,3,1,0,0,1,1,10.4,455,KAEDCO,Kano,agent,0
TXN0019502,13306,17,3,0,1,0,2,1,2.4,1949,IKEDC,Oyo,web,0
TXN0019503,22221,20,2,0,0,0,2,0,6.7,1701,YEDC,Oyo,mobile_app,0
TXN0019504,13760,15,2,1,0,0,1,0,12.3,260,JEDC,Imo,mobile_app,0
TXN0019505,3365,14,3,0,0,0,1,1,0.0,369,EKEDC,Kaduna,web,0
TXN0019506,4655,21,1,0,0,0,1,0,14.3,329,KAEDCO,Delta,mobile_app,0
TXN0019507,15807,16,1,1,0,0,1,1,3.1,1731,JEDC,Borno,ussd,0
TXN0019508,8209,17,2,0,0,0,2,1,10.6,249,EEDC,Imo,web,0
TXN0019509,22785,18,1,1,0,0,1,0,4.1,489,KEDCO,Borno,web,0
TXN0019510,7208,9,2,0,0,0,1,1,6.0,156,AEDC,Abuja,mobile_app,0
TXN0019511,6000,7,2,0,1,0,1,0,9.4,819,IKEDC,Lagos,web,0
TXN0019512,20114,16,3,0,0,0,1,1,11.8,1357,EKEDC,Imo,web,0
TXN0019513,22603,21,1,0,0,0,1,1,3.7,368,JEDC,Abuja,web,0
TXN0019514,23347,21,2,0,0,0,2,1,10.2,1853,KAEDCO,Borno,web,0
TXN0019515,4076,20,1,0,0,0,2,0,14.5,1572,KAEDCO,Enugu,ussd,0
TXN0019516,4211,17,3,0,0,0,1,0,5.7,784,EEDC,Enugu,web,0
TXN0019517,854,16,3,0,0,0,2,1,13.5,596,JEDC,Rivers,mobile_app,0
TXN0019518,24469,7,3,1,0,0,2,0,2.9,188,KEDCO,Kaduna,mobile_app,0
TXN0019519,8845,8,2,0,0,0,2,0,3.4,923,EKEDC,Imo,mobile_app,0
TXN0019520,18316,7,1,0,0,0,1,0,12.0,1476,EKEDC,Delta,mobile_app,0
TXN0019521,13433,9,2,1,0,0,1,1,4.8,906,KEDCO,Imo,web,0
TXN0019522,12849,8,2,0,0,0,2,0,11.9,924,IBEDC,Kaduna,mobile_app,0
TXN0019523,22619,18,2,0,0,0,1,1,12.6,1494,YEDC,Oyo,web,0
TXN0019524,1050,18,1,0,0,0,2,0,13.3,1674,EKEDC,Borno,web,0
TXN0019525,10081,20,3,0,0,0,2,0,8.5,182,KEDCO,Abuja,mobile_app,0
TXN0019526,8519,12,3,0,0,0,2,1,13.6,480,IBEDC,Lagos,web,0
TXN0019527,4885,18,2,0,0,0,2,0,9.8,395,EKEDC,Kaduna,web,0
TXN0019528,8007,15,1,0,0,0,1,1,7.3,471,BEDC,Oyo,ussd,0
TXN0019529,23085,20,3,1,0,0,2,0,13.8,1532,YEDC,Oyo,web,0
TXN0019530,3798,12,2,0,0,0,2,1,1.6,1941,IKEDC,Kaduna,web,0
TXN0019531,14866,16,3,0,0,0,2,1,0.9,262,KAEDCO,Borno,agent,0
TXN0019532,20723,11,3,0,0,0,1,1,4.8,887,AEDC,Kano,mobile_app,0
TXN0019533,232626,3,15,0,0,0,7,8,474.1,19,KAEDCO,Imo,ussd,1
TXN0019534,22379,11,3,0,0,0,2,1,3.8,1031,IKEDC,Kaduna,mobile_app,0
TXN0019535,21183,8,3,1,0,0,1,1,1.0,1184,AEDC,Abuja,web,0
TXN0019536,16733,16,2,0,1,0,2,1,4.2,1180,YEDC,Oyo,mobile_app,0
TXN0019537,17939,7,2,1,0,0,2,0,10.2,1393,IKEDC,Kaduna,web,0
TXN0019538,10474,21,3,1,0,0,2,1,9.9,105,IKEDC,Edo,web,0
TXN0019539,18962,15,2,1,0,0,1,0,3.0,1058,IBEDC,Kano,agent,0
TXN0019540,9056,14,3,0,0,0,1,0,1.5,1161,BEDC,Kano,mobile_app,0
TXN0019541,256365,1,19,1,1,0,10,8,424.1,45,PHEDC,Rivers,mobile_app,1
TXN0019542,4077,17,3,1,0,0,1,0,1.6,517,JEDC,Delta,ussd,0
TXN0019543,12867,8,2,0,1,0,2,1,8.3,481,AEDC,Enugu,mobile_app,0
TXN0019544,20892,12,2,0,0,0,2,0,11.7,1395,KAEDCO,Imo,mobile_app,0
TXN0019545,18750,9,3,0,0,0,1,1,8.7,1587,BEDC,Enugu,web,0
TXN0019546,9024,13,2,0,0,0,1,1,6.1,531,JEDC,Lagos,mobile_app,0
TXN0019547,6209,19,1,1,0,0,2,0,5.1,1795,IKEDC,Kaduna,mobile_app,0
TXN0019548,2445,18,3,1,0,0,2,0,14.4,987,PHEDC,Oyo,web,0
TXN0019549,1449,14,2,0,0,0,1,1,6.1,1633,IBEDC,Kaduna,web,0
TXN0019550,262931,5,23,1,0,1,8,7,141.3,17,EEDC,Enugu,ussd,1
TXN0019551,192051,2,19,1,1,1,8,8,67.8,43,EEDC,Borno,pos,1
TXN0019552,6361,14,2,0,0,0,2,0,5.8,834,BEDC,Enugu,web,0
TXN0019553,17118,7,2,0,0,0,2,1,11.7,1119,JEDC,Enugu,pos,0
TXN0019554,8649,13,3,0,0,0,2,0,12.7,483,IKEDC,Edo,web,0
TXN0019555,18567,19,3,0,0,0,2,1,5.8,1794,EKEDC,Rivers,pos,0
TXN0019556,23268,15,1,0,0,0,2,1,12.6,1244,IKEDC,Borno,mobile_app,0
TXN0019557,18341,15,3,0,0,0,2,1,6.9,474,KEDCO,Oyo,web,0
TXN0019558,11618,9,1,1,0,0,1,1,12.6,1352,IBEDC,Kano,mobile_app,0
TXN0019559,3254,20,2,1,0,0,2,0,8.9,1977,BEDC,Delta,mobile_app,0
TXN0019560,55140,4,23,1,1,1,7,6,330.0,51,EKEDC,Oyo,ussd,1
TXN0019561,14888,9,1,0,0,0,2,0,1.7,1523,KEDCO,Imo,ussd,0
TXN0019562,5857,19,2,0,0,0,1,1,4.7,1845,PHEDC,Rivers,web,0
TXN0019563,19353,9,2,1,0,0,1,0,2.2,217,KAEDCO,Lagos,agent,0
TXN0019564,13607,21,1,0,0,0,1,0,12.3,592,PHEDC,Enugu,agent,0
TXN0019565,12779,15,3,0,0,0,1,0,3.5,1468,KAEDCO,Edo,mobile_app,0
TXN0019566,22789,16,3,0,0,0,1,0,14.9,1440,EEDC,Kano,agent,0
TXN0019567,11916,15,1,0,0,0,1,1,10.2,1133,EKEDC,Abuja,web,0
TXN0019568,5985,16,2,0,0,0,2,0,13.9,869,BEDC,Oyo,ussd,0
TXN0019569,24580,18,3,1,0,0,2,1,8.9,885,AEDC,Enugu,mobile_app,0
TXN0019570,6164,8,1,0,1,0,2,0,1.1,1428,EEDC,Borno,pos,0
TXN0019571,23596,14,1,0,0,0,1,0,9.6,1360,PHEDC,Edo,web,0
TXN0019572,5438,10,1,1,1,0,2,0,1.5,1494,JEDC,Borno,mobile_app,0
TXN0019573,24457,19,2,0,0,0,1,0,6.4,1863,PHEDC,Abuja,web,0
TXN0019574,2715,12,1,1,0,0,1,0,9.6,732,BEDC,Rivers,web,0
TXN0019575,11763,18,3,0,0,0,2,0,12.1,1399,EEDC,Abuja,web,0
TXN0019576,2422,9,3,0,0,0,2,0,1.8,1803,IKEDC,Kaduna,web,0
TXN0019577,24716,19,2,1,0,0,1,1,2.3,1587,EEDC,Rivers,mobile_app,0
TXN0019578,7047,12,3,0,0,0,2,1,2.4,724,AEDC,Rivers,web,0
TXN0019579,7875,13,1,0,0,0,2,0,1.5,444,YEDC,Lagos,web,0
TXN0019580,23721,10,3,0,0,0,1,0,2.6,1796,IBEDC,Delta,mobile_app,0
TXN0019581,16529,12,1,0,0,0,1,0,6.2,1974,YEDC,Lagos,web,0
TXN0019582,183650,4,22,1,0,1,3,8,492.8,8,KEDCO,Imo,ussd,1
TXN0019583,910,17,1,0,0,0,2,0,9.8,1625,BEDC,Borno,web,0
TXN0019584,19676,11,2,0,0,0,1,0,12.4,1900,IKEDC,Abuja,web,0
TXN0019585,13904,10,1,1,0,0,2,0,13.5,329,JEDC,Enugu,mobile_app,0
TXN0019586,11291,15,1,0,0,0,2,1,11.9,878,JEDC,Kano,pos,0
TXN0019587,6063,21,2,1,1,0,1,0,2.6,1724,IBEDC,Edo,web,0
TXN0019588,23078,17,1,1,0,0,1,1,9.4,1750,KEDCO,Abuja,mobile_app,0
TXN0019589,16593,9,2,0,0,0,2,1,14.7,797,IKEDC,Oyo,mobile_app,0
TXN0019590,12799,15,3,1,1,0,1,0,8.1,591,EKEDC,Rivers,agent,0
TXN0019591,14690,14,2,0,0,0,1,1,10.7,751,JEDC,Abuja,ussd,0
TXN0019592,9855,9,3,0,0,0,2,0,9.7,431,EKEDC,Lagos,mobile_app,0
TXN0019593,10147,20,3,0,1,0,1,0,9.2,1371,KAEDCO,Delta,web,0
TXN0019594,22506,9,3,0,0,0,1,0,6.3,1454,KEDCO,Oyo,web,0
TXN0019595,7575,13,2,1,0,0,1,1,10.2,1020,KAEDCO,Rivers,ussd,0
TXN0019596,22258,13,1,0,1,0,1,1,8.0,1163,KAEDCO,Delta,web,0
TXN0019597,14571,10,1,1,0,0,2,1,9.4,252,PHEDC,Lagos,web,0
TXN0019598,14472,15,3,0,1,0,1,1,11.7,341,JEDC,Enugu,pos,0
TXN0019599,21354,17,2,1,0,0,2,0,7.8,1449,YEDC,Lagos,mobile_app,0
TXN0019600,5927,17,3,0,0,0,2,0,4.9,1833,KAEDCO,Delta,ussd,0
TXN0019601,15929,12,3,0,1,0,2,0,13.9,539,KEDCO,Delta,web,0
TXN0019602,2891,12,2,0,1,0,1,0,12.4,583,PHEDC,Oyo,web,0
TXN0019603,8541,18,3,0,0,0,2,0,5.9,871,PHEDC,Lagos,pos,0
TXN0019604,7050,11,2,0,1,0,2,0,10.7,682,KAEDCO,Delta,mobile_app,0
TXN0019605,6521,17,3,0,0,0,2,1,7.1,1659,BEDC,Borno,mobile_app,0
TXN0019606,607,16,2,0,0,0,1,0,5.7,1070,KAEDCO,Edo,mobile_app,0
TXN0019607,24002,20,3,0,0,0,2,0,13.0,1172,KEDCO,Imo,agent,0
TXN0019608,21880,9,3,0,0,0,2,0,4.5,186,KEDCO,Oyo,web,0
TXN0019609,4914,11,2,0,1,0,1,0,2.4,1327,BEDC,Oyo,ussd,0
TXN0019610,14162,15,2,1,0,0,2,0,0.6,414,YEDC,Edo,web,0
TXN0019611,18042,8,1,1,0,0,2,1,7.7,109,BEDC,Kano,pos,0
TXN0019612,20704,12,1,0,0,0,2,0,1.5,1315,EEDC,Enugu,web,0
TXN0019613,14400,20,3,0,0,0,2,0,5.2,519,PHEDC,Kaduna,agent,0
TXN0019614,8271,18,3,0,0,0,2,0,1.2,1259,KEDCO,Kano,pos,0
TXN0019615,5071,19,1,0,0,0,2,1,8.3,1913,PHEDC,Oyo,ussd,0
TXN0019616,9735,12,3,1,0,0,2,1,13.2,604,BEDC,Rivers,mobile_app,0
TXN0019617,14203,20,1,0,0,0,2,0,11.9,496,IKEDC,Borno,mobile_app,0
TXN0019618,21870,21,1,1,0,0,1,0,7.6,1931,IBEDC,Kaduna,web,0
TXN0019619,21652,19,3,0,0,0,1,1,10.9,1034,PHEDC,Lagos,mobile_app,0
TXN0019620,6524,9,2,0,0,0,2,1,6.9,693,JEDC,Enugu,agent,0
TXN0019621,4692,11,2,1,0,0,1,0,0.8,1221,JEDC,Kaduna,mobile_app,0
TXN0019622,19824,14,2,0,0,0,1,1,10.0,1038,BEDC,Abuja,web,0
TXN0019623,18817,12,3,1,1,0,2,0,6.9,739,BEDC,Kano,web,0
TXN0019624,179792,1,20,0,1,0,4,8,334.9,11,IBEDC,Borno,web,1
TXN0019625,248703,4,25,0,0,1,3,5,322.1,54,EKEDC,Borno,pos,1
TXN0019626,78017,22,13,1,1,0,3,3,436.9,24,KAEDCO,Enugu,pos,1
TXN0019627,21211,17,2,1,0,0,1,1,6.5,1104,AEDC,Imo,pos,0
TXN0019628,22885,18,2,0,0,0,2,1,5.5,1407,IKEDC,Kano,web,0
TXN0019629,16039,15,1,1,0,0,1,1,12.2,1351,PHEDC,Borno,mobile_app,0
TXN0019630,9722,7,3,1,0,0,2,1,9.3,844,BEDC,Imo,web,0
TXN0019631,16820,20,3,0,0,0,2,1,3.3,663,EKEDC,Abuja,agent,0
TXN0019632,24755,16,2,0,0,0,2,0,1.3,1385,IBEDC,Enugu,mobile_app,0
TXN0019633,21405,19,3,0,1,0,2,1,3.0,1685,EKEDC,Kaduna,web,0
TXN0019634,12233,14,1,0,0,0,1,1,2.7,1072,JEDC,Imo,mobile_app,0
TXN0019635,177048,22,11,0,0,0,10,4,462.3,7,EKEDC,Enugu,ussd,1
TXN0019636,1302,11,3,1,0,0,2,0,8.5,316,IKEDC,Borno,mobile_app,0
TXN0019637,17163,7,2,0,0,0,2,1,11.8,1663,IBEDC,Enugu,ussd,0
TXN0019638,15337,18,1,0,0,0,1,0,14.4,910,EKEDC,Rivers,ussd,0
TXN0019639,2296,19,3,0,0,0,2,0,4.6,412,KEDCO,Delta,ussd,0
TXN0019640,15623,16,1,0,1,0,1,0,8.2,810,EKEDC,Rivers,mobile_app,0
TXN0019641,23239,7,1,0,0,0,2,0,0.9,274,IKEDC,Oyo,pos,0
TXN0019642,11573,18,1,0,0,0,2,1,3.4,731,IBEDC,Kaduna,mobile_app,0
TXN0019643,12304,11,1,1,0,0,1,0,7.0,852,KAEDCO,Kaduna,web,0
TXN0019644,13004,10,1,0,0,0,1,1,4.4,946,YEDC,Enugu,pos,0
TXN0019645,2587,15,2,0,1,0,2,0,0.3,1859,EEDC,Edo,mobile_app,0
TXN0019646,4688,11,1,0,0,0,1,0,6.7,1421,KAEDCO,Delta,agent,0
TXN0019647,10210,20,3,1,0,0,2,0,1.0,1297,YEDC,Kaduna,mobile_app,0
TXN0019648,10504,8,3,0,1,0,1,0,4.7,1508,KAEDCO,Enugu,mobile_app,0
TXN0019649,164927,2,23,0,0,0,12,4,185.0,51,AEDC,Enugu,mobile_app,1
TXN0019650,1033,18,3,1,0,0,2,0,14.1,1327,PHEDC,Enugu,mobile_app,0
TXN0019651,24042,16,2,0,0,0,1,0,5.3,1622,YEDC,Kano,pos,0
TXN0019652,11735,15,3,0,0,0,2,1,14.9,864,EEDC,Imo,agent,0
TXN0019653,21628,15,1,0,0,0,1,0,10.5,567,IBEDC,Oyo,mobile_app,0
TXN0019654,8999,14,3,1,0,0,2,0,10.6,340,IBEDC,Imo,web,0
TXN0019655,7328,7,3,0,0,0,1,1,4.1,1929,KEDCO,Enugu,agent,0
TXN0019656,18293,10,2,0,1,0,1,1,9.3,723,IKEDC,Enugu,web,0
TXN0019657,234858,1,19,0,1,0,8,8,256.8,44,KEDCO,Enugu,agent,1
TXN0019658,11064,13,2,0,0,0,1,1,9.6,1845,KEDCO,Kaduna,ussd,0
TXN0019659,24596,16,1,1,0,0,2,0,6.3,440,BEDC,Edo,ussd,0
TXN0019660,81542,5,15,0,0,0,3,7,64.7,6,AEDC,Abuja,mobile_app,1
TXN0019661,2793,13,1,1,0,0,2,0,5.2,1126,YEDC,Borno,mobile_app,0
TXN0019662,16577,20,3,1,0,0,1,1,5.2,1693,IBEDC,Edo,ussd,0
TXN0019663,9723,16,1,0,0,0,1,0,14.8,461,PHEDC,Rivers,ussd,0
TXN0019664,2729,16,2,1,0,0,1,0,13.7,756,JEDC,Rivers,ussd,0
TXN0019665,237205,0,18,1,0,0,5,7,86.3,16,EEDC,Enugu,mobile_app,1
TXN0019666,24565,12,1,0,1,0,1,1,3.6,566,EEDC,Enugu,web,0
TXN0019667,15434,14,1,0,0,0,2,0,6.5,860,EKEDC,Imo,mobile_app,0
TXN0019668,4765,20,2,0,0,0,2,0,3.8,1027,JEDC,Delta,web,0
TXN0019669,54330,3,15,0,0,0,4,3,494.5,14,KAEDCO,Abuja,pos,1
TXN0019670,5657,8,3,0,0,0,1,1,2.1,1000,AEDC,Edo,web,0
TXN0019671,18267,19,2,1,0,0,2,0,10.7,1422,BEDC,Borno,web,0
TXN0019672,23275,21,2,0,0,0,2,1,0.1,1287,KAEDCO,Kano,ussd,0
TXN0019673,5693,14,3,1,0,0,1,1,2.8,917,BEDC,Kaduna,mobile_app,0
TXN0019674,19229,16,1,0,0,0,1,0,1.2,1909,EEDC,Abuja,web,0
TXN0019675,23576,17,1,0,0,0,2,0,4.4,330,KAEDCO,Rivers,pos,0
TXN0019676,17633,15,3,0,0,0,1,0,8.3,530,PHEDC,Abuja,agent,0
TXN0019677,14693,7,2,1,0,0,2,1,7.3,298,EEDC,Rivers,web,0
TXN0019678,8950,7,1,0,1,0,2,1,12.2,714,PHEDC,Rivers,agent,0
TXN0019679,7041,10,2,0,0,0,1,0,15.0,595,IKEDC,Kano,pos,0
TXN0019680,12878,7,1,0,0,0,2,0,5.5,1619,EKEDC,Oyo,ussd,0
TXN0019681,22114,14,2,0,1,0,1,0,3.5,551,IBEDC,Enugu,ussd,0
TXN0019682,18309,16,3,0,0,0,2,1,7.9,1125,EEDC,Oyo,agent,0
TXN0019683,10660,12,2,0,0,0,1,1,5.6,672,BEDC,Delta,web,0
TXN0019684,20016,18,2,1,0,0,1,0,6.2,277,AEDC,Borno,pos,0
TXN0019685,10772,8,1,0,0,0,1,0,9.0,1975,IBEDC,Imo,web,0
TXN0019686,23715,7,2,0,0,0,1,0,10.9,1369,BEDC,Edo,agent,0
TXN0019687,2486,10,1,0,0,0,2,1,12.4,540,IBEDC,Imo,mobile_app,0
TXN0019688,18946,14,3,0,0,0,1,0,6.5,237,BEDC,Rivers,ussd,0
TXN0019689,21385,14,3,0,0,0,2,0,10.5,1268,IKEDC,Kano,web,0
TXN0019690,16433,10,3,0,0,0,1,1,8.8,1934,PHEDC,Delta,mobile_app,0
TXN0019691,14404,16,2,0,0,0,2,0,4.3,1668,BEDC,Enugu,pos,0
TXN0019692,10268,11,1,0,0,0,1,0,4.3,621,JEDC,Edo,web,0
TXN0019693,22984,14,3,0,0,0,1,1,13.8,1697,EEDC,Abuja,mobile_app,0
TXN0019694,188225,4,14,1,1,1,5,6,195.7,44,JEDC,Abuja,agent,1
TXN0019695,21176,13,1,0,0,0,2,0,11.3,1114,AEDC,Rivers,ussd,0
TXN0019696,186399,3,18,1,1,0,9,6,450.5,46,IBEDC,Kano,ussd,1
TXN0019697,17522,20,1,0,0,0,1,1,4.0,691,JEDC,Oyo,web,0
TXN0019698,1531,15,1,0,0,0,1,1,11.3,1517,IKEDC,Abuja,web,0
TXN0019699,4762,12,2,1,0,0,1,0,5.0,763,KEDCO,Borno,web,0
TXN0019700,20283,15,2,0,0,0,2,1,7.7,1678,AEDC,Borno,mobile_app,0
TXN0019701,2617,9,1,0,0,0,2,0,2.6,1011,EKEDC,Enugu,mobile_app,0
TXN0019702,6923,17,1,0,0,0,2,0,0.7,546,PHEDC,Edo,agent,0
TXN0019703,14788,17,3,0,0,0,1,1,14.5,451,KAEDCO,Enugu,mobile_app,0
TXN0019704,18427,9,2,0,0,0,2,1,3.8,1101,IBEDC,Borno,web,0
TXN0019705,150718,3,17,0,0,1,12,6,432.4,52,KAEDCO,Lagos,pos,1
TXN0019706,21633,14,3,1,1,0,2,0,9.3,1227,YEDC,Edo,ussd,0
TXN0019707,5730,15,2,0,0,0,1,0,1.6,1753,BEDC,Lagos,pos,0
TXN0019708,4983,9,1,1,0,0,1,1,14.2,1884,EEDC,Rivers,mobile_app,0
TXN0019709,11880,20,3,0,0,0,1,1,13.6,1088,IBEDC,Kaduna,ussd,0
TXN0019710,994,8,3,0,0,0,1,1,11.1,1615,KEDCO,Oyo,web,0
TXN0019711,5515,9,2,0,0,0,2,1,10.1,1205,BEDC,Enugu,agent,0
TXN0019712,13444,17,2,0,0,0,2,0,10.6,165,YEDC,Imo,mobile_app,0
TXN0019713,18325,19,1,1,0,0,1,0,8.3,665,IKEDC,Abuja,mobile_app,0
TXN0019714,244989,23,24,0,1,1,6,7,481.6,28,YEDC,Lagos,ussd,1
TXN0019715,2154,10,2,0,0,0,2,0,1.3,1784,AEDC,Kaduna,pos,0
TXN0019716,20688,19,1,0,0,0,1,1,13.8,231,JEDC,Delta,web,0
TXN0019717,16029,8,1,0,0,0,2,0,10.1,1091,KEDCO,Borno,agent,0
TXN0019718,23865,13,3,0,0,0,1,0,9.3,833,YEDC,Lagos,mobile_app,0
TXN0019719,8098,18,3,0,0,0,2,0,11.0,270,EKEDC,Rivers,mobile_app,0
TXN0019720,5935,21,3,0,0,0,1,1,13.0,1096,PHEDC,Abuja,agent,0
TXN0019721,7884,12,2,0,0,0,2,0,11.6,506,IKEDC,Delta,agent,0
TXN0019722,10227,17,3,0,0,0,2,1,2.3,1624,BEDC,Lagos,pos,0
TXN0019723,6668,21,3,0,0,0,2,1,5.6,1430,AEDC,Kaduna,ussd,0
TXN0019724,13577,19,2,0,0,0,1,1,5.3,1296,IKEDC,Rivers,ussd,0
TXN0019725,20123,13,2,1,0,0,2,1,7.2,847,KEDCO,Lagos,web,0
TXN0019726,17647,11,2,0,0,0,1,0,4.8,1538,AEDC,Delta,mobile_app,0
TXN0019727,6315,11,3,1,0,0,1,0,10.6,1524,IKEDC,Imo,mobile_app,0
TXN0019728,10805,12,2,0,1,0,2,0,10.5,901,PHEDC,Lagos,ussd,0
TXN0019729,2614,10,2,0,0,0,2,0,12.0,555,AEDC,Abuja,pos,0
TXN0019730,14945,14,3,0,0,0,2,1,8.5,433,JEDC,Borno,mobile_app,0
TXN0019731,20835,8,1,0,0,0,2,1,0.4,786,EKEDC,Lagos,mobile_app,0
TXN0019732,3577,7,3,0,0,0,2,0,10.2,815,BEDC,Oyo,ussd,0
TXN0019733,18210,14,2,0,0,0,1,1,1.5,637,YEDC,Oyo,web,0
TXN0019734,12265,12,1,0,0,0,1,1,9.0,1992,KAEDCO,Kaduna,web,0
TXN0019735,136346,22,20,1,1,1,6,4,201.8,3,IBEDC,Abuja,agent,1
TXN0019736,21206,21,3,0,0,0,2,1,11.6,778,EKEDC,Lagos,ussd,0
TXN0019737,3306,11,3,0,0,0,2,0,12.5,1443,PHEDC,Kaduna,web,0
TXN0019738,192792,2,10,1,1,1,12,3,284.1,42,JEDC,Abuja,ussd,1
TXN0019739,10082,16,3,0,0,0,1,0,0.9,1322,JEDC,Kaduna,ussd,0
TXN0019740,1415,19,3,0,0,0,2,0,9.0,1343,IBEDC,Oyo,ussd,0
TXN0019741,9670,14,3,0,0,0,2,0,7.2,1803,JEDC,Abuja,web,0
TXN0019742,18241,12,2,1,0,0,2,0,5.8,1609,EKEDC,Kano,pos,0
TXN0019743,2615,14,1,0,1,0,1,0,3.7,833,BEDC,Kaduna,mobile_app,0
TXN0019744,20124,7,2,1,0,0,2,0,1.3,1990,IBEDC,Delta,mobile_app,0
TXN0019745,3787,13,2,1,0,0,1,1,6.2,1871,IBEDC,Borno,agent,0
TXN0019746,8758,18,1,0,0,0,2,1,11.9,1092,IBEDC,Edo,mobile_app,0
TXN0019747,10683,17,2,0,0,0,1,1,0.3,1351,EKEDC,Rivers,agent,0
TXN0019748,24004,9,2,1,0,0,2,1,7.5,337,IKEDC,Imo,mobile_app,0
